港澳台,#genre#
广东卫视,http://125.43.240.203:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://61.156.228.12:8154/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://101.66.194.114:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://101.66.194.147:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://218.13.170.98:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://58.248.112.205:8006/GD_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHfgbSbSCTYnboG1IAsnN%2B8QE6B7fY0qM5PCisIiFJCnl&p=GITV&area=GD_CUCC&mac=d4:38:44:a5:72:8b
广东卫视,http://jxcbn.ws-cdn.gitv.tv/hls/GUANGDHD/index.m3u8?gMac=unknown&livodToken=59fd71bc9ab8ccb098e20dba7502351a73b4a120648316b836686754ebd7dbd2_1720509211_604800&fromCDN=ws
广东卫视,http://gslbserv.itv.cmvideo.cn/1000000001000014176/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3
广东珠江,http://116.23.137.243:4000/rtp/239.77.0.3:5146
广东珠江,http://116.23.137.243:4000/rtp/239.77.1.94:5146
广东珠江,http://116.23.137.243:4000/rtp/239.77.0.1:5146
广东珠江,http://116.23.137.243:4000/rtp/239.77.0.114:5146
广东新闻,http://116.23.137.243:4000/rtp/239.77.0.4:5146
广东新闻,http://116.23.137.243:4000/rtp/239.77.0.173:5146
广东公共,http://116.23.137.243:4000/rtp/239.77.0.5:5146
广东公共,http://116.23.137.243:4000/rtp/239.77.0.225:5146
广东体育,http://116.23.137.243:4000/rtp/239.77.0.6:5146
广东体育,http://116.23.137.243:4000/rtp/239.77.1.97:5146
广东体育,http://116.23.137.243:4000/rtp/239.77.0.112:5146
广东体育,http://116.23.137.243:4000/rtp/239.77.0.168:5146
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
广东国际,http://116.23.137.243:4000/rtp/239.77.0.7:5146
经济科教,http://116.23.137.243:4000/rtp/239.77.0.8:5146
经济科教,http://116.23.137.243:4000/rtp/239.77.0.85:5146
经济科教,http://116.23.137.243:4000/rtp/239.77.0.167:5146
经济科教,http://218.13.170.98:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
南方卫视,http://116.23.137.243:4000/rtp/239.77.0.9:5146
南方卫视,http://116.23.137.243:4000/rtp/239.77.0.215:5146
广东影视,http://116.23.137.243:4000/rtp/239.77.0.11:5146
广东影视,http://116.23.137.243:4000/rtp/239.77.0.217:5146
广东少儿,http://116.23.137.243:4000/rtp/239.77.0.12:5146
广东少儿,http://116.23.137.243:4000/rtp/239.77.0.250:5146
嘉佳卡通,http://125.42.148.255:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://125.42.150.27:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://125.42.150.144:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://116.23.137.243:4000/rtp/239.77.0.13:5146
嘉佳卡通,http://116.23.137.243:4000/rtp/239.77.1.15:5146
嘉佳卡通,http://116.23.137.243:4000/rtp/239.77.0.179:5146
嘉佳卡通,rtp://239.3.1.147:9268
嘉佳卡通,http://192.168.123.1:23234/rtp/239.3.1.147:9268
嘉佳卡通,http://192.168.123.1:23234/rtp/228.1.1.93:9268
嘉佳卡通,rtp://228.1.1.93:9268
岭南戏曲,http://116.23.137.243:4000/rtp/239.77.0.16:5146
广东房产,http://116.23.137.243:4000/rtp/239.77.0.14:5146
现代教育,http://116.23.137.243:4000/rtp/239.77.0.18:5146
广东移动,http://116.23.137.243:4000/rtp/239.77.0.20:5146
广东综艺,http://116.23.137.243:4000/rtp/239.77.1.236:5146
广东综艺,http://116.23.137.243:4000/rtp/239.77.1.237:5146
广东综艺,http://116.23.137.243:4000/rtp/239.77.0.244:5146
广东综艺,http://116.23.137.243:4000/rtp/239.77.0.246:5146
广东综艺,http://116.23.137.243:4000/rtp/239.77.0.245:5146
广东综艺,http://116.23.137.243:4000/rtp/239.77.0.252:5146
广州综合,http://116.23.137.243:4000/rtp/239.253.43.66:5146
广州综合,http://116.23.137.243:4000/rtp/239.253.43.71:5146
广州新闻,http://116.23.137.243:4000/rtp/239.253.43.67:5146
广州新闻,http://116.23.137.243:4000/rtp/239.253.43.72:5146
广州影视,http://116.23.137.243:4000/rtp/239.253.43.68:5146
广州影视,http://116.23.137.243:4000/rtp/239.253.43.73:5146
广州法治,http://116.23.137.243:4000/rtp/239.253.43.69:5146
广州法治,http://116.23.137.243:4000/rtp/239.253.43.74:5146
广州竞赛,http://116.23.137.243:4000/rtp/239.253.43.70:5146
广州竞赛,http://116.23.137.243:4000/rtp/239.253.43.75:5146
南国都市,http://116.23.137.243:4000/rtp/239.253.43.99:5146
深圳卫视,http://125.42.150.164:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://27.8.233.159:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,rtp://239.3.1.202:2000
深圳卫视,http://113.195.7.46:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://124.228.160.15:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://115.48.161.117:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/1.m3u8
深圳卫视,http://116.23.137.243:4000/rtp/239.77.0.55:5146
深圳卫视,http://116.23.137.243:4000/rtp/239.77.1.21:5146
深圳卫视,http://116.23.137.243:4000/rtp/239.77.1.3:5146
深圳卫视,http://116.23.137.243:4000/rtp/239.77.1.148:5146
深圳卫视,http://116.23.137.243:4000/rtp/239.77.0.92:5146
深圳卫视,http://116.23.137.243:4000/rtp/239.77.0.130:5146
深圳卫视,http://125.125.233.219:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://218.13.170.98:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://58.248.112.205:8006/GD_CUCC/G_SHENZHEN-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHdBPUZJQRNJB5bOiIhhUc3d4NHMHVaPey3ntJx7niV8g&p=GITV&area=GD_CUCC&mac=d4:38:44:a5:72:8b
深圳卫视,http://jxcbn.ws-cdn.gitv.tv/hls/SHENZHD/index.m3u8?gMac=unknown&livodToken=6b52c18155b74d913b2a3060db6d74f2a29dd8a824d70f648a9882dca63fd962_1720509238_604800&fromCDN=ws
深圳卫视,http://gslbserv.itv.cmvideo.cn/5000000004000007410/1.m3u8?channel-id=bestzb&Contentid=5000000004000007410&livemode=1&stbId=3
深圳财经生活,http://116.23.137.243:4000/rtp/239.77.1.22:5146
深圳财经生活,http://116.23.137.243:4000/rtp/239.77.1.242:5146
深圳体育健康,http://116.23.137.243:4000/rtp/239.77.1.8:5146
深圳体育健康,http://116.23.137.243:4000/rtp/239.77.1.128:5146
深圳体育健康,http://116.23.137.243:4000/rtp/239.77.1.140:5146
湛江新闻综合,http://116.23.137.243:4000/rtp/239.77.0.120:5146
湛江新闻综合,http://116.23.137.243:4000/rtp/239.77.0.141:5146
湛江公共,http://116.23.137.243:4000/rtp/239.77.0.121:5146
湛江公共,http://116.23.137.243:4000/rtp/239.77.0.140:5146
揭阳综合,http://116.23.137.243:4000/rtp/239.77.0.157:5146
揭阳综合,http://116.23.137.243:4000/rtp/239.77.0.229:5146
揭阳公共,http://116.23.137.243:4000/rtp/239.77.0.158:5146
揭阳公共,http://116.23.137.243:4000/rtp/239.77.0.251:5146
江门综合,http://116.23.137.243:4000/rtp/239.77.0.195:5146
江门综合,http://116.23.137.243:4000/rtp/239.77.0.201:5146
江门公共,http://116.23.137.243:4000/rtp/239.77.0.196:5146
江门公共,http://116.23.137.243:4000/rtp/239.77.0.202:5146
江门教育,http://116.23.137.243:4000/rtp/239.77.0.197:5146
江门教育,http://116.23.137.243:4000/rtp/239.77.0.203:5146
中山综合,http://116.23.137.243:4000/rtp/239.253.43.59:5146
中山综合,http://116.23.137.243:4000/rtp/239.253.43.62:5146
中山公共,http://116.23.137.243:4000/rtp/239.253.43.60:5146
中山公共,http://116.23.137.243:4000/rtp/239.253.43.63:5146
中山教育,http://116.23.137.243:4000/rtp/239.253.43.61:5146
中山教育,http://116.23.137.243:4000/rtp/239.253.43.64:5146
央视,#genre#
CCTV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV-1,http://116.23.137.243:4000/rtp/239.77.0.30:5146
CCTV-1,http://116.23.137.243:4000/rtp/239.77.1.20:5146
CCTV-1,http://116.23.137.243:4000/rtp/239.77.1.17:5146
CCTV-1,http://116.23.137.243:4000/rtp/239.77.1.144:5146
CCTV-1,http://116.23.137.243:4000/rtp/239.77.0.86:5146
CCTV-1,http://116.23.137.243:4000/rtp/239.77.0.129:5146
CCTV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-2,http://116.23.137.243:4000/rtp/239.77.0.31:5146
CCTV-2,http://116.23.137.243:4000/rtp/239.77.1.28:5146
CCTV-2,http://116.23.137.243:4000/rtp/239.77.1.158:5146
CCTV-2,http://116.23.137.243:4000/rtp/239.253.43.17:5146
CCTV-2,http://116.23.137.243:4000/rtp/239.77.0.137:5146
CCTV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3,http://116.23.137.243:4000/rtp/239.0.10.52:5052
CCTV-3,http://116.23.137.243:4000/rtp/239.77.0.32:5146
CCTV-3,http://116.23.137.243:4000/rtp/239.77.0.169:5146
CCTV-3,http://116.23.137.243:4000/rtp/239.77.0.175:5146
CCTV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4,http://116.23.137.243:4000/rtp/239.77.0.33:5146
CCTV-4,http://116.23.137.243:4000/rtp/239.77.1.41:5146
CCTV-4,http://116.23.137.243:4000/rtp/239.77.1.163:5146
CCTV-4,http://116.23.137.243:4000/rtp/239.77.1.166:5146
CCTV-4,http://116.23.137.243:4000/rtp/239.77.0.78:5146
CCTV-5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5,http://116.23.137.243:4000/rtp/239.0.10.53:5053
CCTV-5,http://116.23.137.243:4000/rtp/239.77.0.34:5146
CCTV-5,http://116.23.137.243:4000/rtp/239.77.0.241:5146
CCTV-5,http://116.23.137.243:4000/rtp/239.77.0.170:5146
CCTV-5,http://116.23.137.243:4000/rtp/239.77.0.177:5146
CCTV-5+,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+,http://116.23.137.243:4000/rtp/239.77.1.146:5146
CCTV-5+,http://116.23.137.243:4000/rtp/239.77.0.87:5146
CCTV-5+,http://116.23.137.243:4000/rtp/239.77.1.31:5146
CCTV-5+,http://116.23.137.243:4000/rtp/239.77.1.147:5146
CCTV-6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8
CCTV-6,http://116.23.137.243:4000/rtp/239.0.10.54:5054
CCTV-6,http://116.23.137.243:4000/rtp/239.77.0.35:5146
CCTV-6,http://116.23.137.243:4000/rtp/239.77.0.171:5146
CCTV-6,http://116.23.137.243:4000/rtp/239.77.0.178:5146
CCTV-7,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7,http://116.23.137.243:4000/rtp/239.77.0.36:5146
CCTV-7,http://116.23.137.243:4000/rtp/239.77.1.24:5146
CCTV-7,http://116.23.137.243:4000/rtp/239.77.1.159:5146
CCTV-7,http://116.23.137.243:4000/rtp/239.77.1.167:5146
CCTV-7,http://116.23.137.243:4000/rtp/239.77.0.138:5146
CCTV-8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8,http://116.23.137.243:4000/rtp/239.0.10.55:5055
CCTV-8,http://116.23.137.243:4000/rtp/239.77.0.37:5146
CCTV-8,http://116.23.137.243:4000/rtp/239.77.0.172:5146
CCTV-8,http://116.23.137.243:4000/rtp/239.77.0.181:5146
CCTV-9,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9,http://116.23.137.243:4000/rtp/239.77.0.38:5146
CCTV-9,http://116.23.137.243:4000/rtp/239.77.1.65:5146
CCTV-9,http://116.23.137.243:4000/rtp/239.77.1.160:5146
CCTV-9,http://116.23.137.243:4000/rtp/239.77.1.168:5146
CCTV-9,http://116.23.137.243:4000/rtp/239.77.0.135:5146
CCTV-10,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10,http://116.23.137.243:4000/rtp/239.77.0.39:5146
CCTV-10,http://116.23.137.243:4000/rtp/239.77.1.25:5146
CCTV-10,http://116.23.137.243:4000/rtp/239.77.1.113:5146
CCTV-10,http://116.23.137.243:4000/rtp/239.77.1.169:5146
CCTV-10,http://116.23.137.243:4000/rtp/239.77.0.134:5146
CCTV-11,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV-11,http://116.23.137.243:4000/rtp/239.77.0.40:5146
CCTV-11,http://116.23.137.243:4000/rtp/239.77.1.42:5146
CCTV-11,http://116.23.137.243:4000/rtp/239.77.1.238:5146
CCTV-12,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV-12,http://116.23.137.243:4000/rtp/239.77.0.41:5146
CCTV-12,http://116.23.137.243:4000/rtp/239.77.1.10:5146
CCTV-12,http://116.23.137.243:4000/rtp/239.77.1.109:5146
CCTV-12,http://116.23.137.243:4000/rtp/239.77.1.170:5146
CCTV-12,http://116.23.137.243:4000/rtp/239.77.0.136:5146
CCTV-13,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13,http://116.23.137.243:4000/rtp/239.77.0.42:5146
CCTV-13,http://116.23.137.243:4000/rtp/239.77.1.26:5146
CCTV-13,http://116.23.137.243:4000/rtp/239.77.0.188:5146
CCTV-13,http://116.23.137.243:4000/rtp/239.253.43.196:5146
CCTV-14,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-14,http://116.23.137.243:4000/rtp/239.77.0.43:5146
CCTV-14,http://116.23.137.243:4000/rtp/239.77.1.43:5146
CCTV-14,http://116.23.137.243:4000/rtp/239.77.1.161:5146
CCTV-14,http://116.23.137.243:4000/rtp/239.77.1.171:5146
CCTV-14,http://116.23.137.243:4000/rtp/239.77.0.133:5146
CCTV-15,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-15,http://116.23.137.243:4000/rtp/239.77.0.44:5146
CCTV-15,http://116.23.137.243:4000/rtp/239.77.1.11:5146
CCTV-15,http://116.23.137.243:4000/rtp/239.77.1.239:5146
CCTV-16,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16,http://116.23.137.243:4000/rtp/239.77.1.76:5146
CCTV-16,http://116.23.137.243:4000/rtp/239.77.1.98:5146
CCTV-17,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8
CCTV-17,http://116.23.137.243:4000/rtp/239.77.0.115:5146
CCTV-17,http://116.23.137.243:4000/rtp/239.77.1.123:5146
CCTV-17,http://116.23.137.243:4000/rtp/239.77.1.121:5146
CCTV-17,http://116.23.137.243:4000/rtp/239.77.0.198:5146
卫视,#genre#
北京卫视,http://221.13.235.165:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.42.150.144:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://1.197.250.117:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://1.197.84.239:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://113.195.7.46:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://1.197.249.130:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://124.228.160.15:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://115.48.161.117:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://221.13.235.20:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://221.13.235.151:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/1.m3u8
北京卫视,http://116.23.137.243:4000/rtp/239.77.0.51:5146
北京卫视,http://116.23.137.243:4000/rtp/239.77.1.14:5146
北京卫视,http://116.23.137.243:4000/rtp/239.77.1.4:5146
北京卫视,http://116.23.137.243:4000/rtp/239.77.1.151:5146
北京卫视,http://116.23.137.243:4000/rtp/239.77.0.91:5146
北京卫视,rtp://239.3.1.22:8001
北京卫视,http://221.13.235.95:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://221.13.235.140:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.125.233.219:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://221.13.235.230:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://125.43.240.203:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://218.13.170.98:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://58.248.112.205:8006/GD_CUCC/G_BEIJING-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHX6pFJlsKFX2elUkY7G9WuYMgMwyeTsEM4M617I3YR8P&p=GITV&area=GD_CUCC&mac=d4:38:44:a5:72:8b
北京卫视,http://jxcbn.ws-cdn.gitv.tv/hls/BEIJHD/index.m3u8?gMac=unknown&livodToken=43dbb4a601652fcaea2ddbd73cd2f2f488aff86faee350276951eadd10dfb441_1720508364_604800&fromCDN=ws
北京卫视,http://gslbserv.itv.cmvideo.cn/6000000001000020451/1.m3u8?channel-id=wasusyt&Contentid=6000000001000020451&livemode=1&stbId=3
东方卫视,http://101.66.195.9:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.195.120:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://182.114.50.110:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,rtp://239.3.1.136:8032
东方卫视,http://221.13.235.165:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://101.66.195.251:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.195.153:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.195.214:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.195.202:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.199.44:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.199.5:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.198.44:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.198.170:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://113.195.7.46:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.195.69:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.195.104:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://124.228.160.15:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://221.13.235.50:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://115.48.161.117:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225797/1.m3u8
东方卫视,http://116.23.137.243:4000/rtp/239.77.0.49:5146
东方卫视,http://116.23.137.243:4000/rtp/239.77.1.48:5146
东方卫视,http://116.23.137.243:4000/rtp/239.77.1.218:5146
东方卫视,http://116.23.137.243:4000/rtp/239.77.1.156:5146
东方卫视,http://116.23.137.243:4000/rtp/239.77.0.98:5146
东方卫视,http://221.13.235.140:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://221.13.235.230:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://101.66.199.115:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.199.132:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,rtp://239.3.1.119:3006
东方卫视,http://61.156.228.12:8154/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://101.66.194.114:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://101.66.194.147:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://58.248.112.205:8006/GD_CUCC/G_DONGFANG-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHfFI8ayEeoekFD8P08%2F7EXF4NHMHVaPey3ntJx7niV8g&p=GITV&area=GD_CUCC&mac=d4:38:44:a5:72:8b
东方卫视,http://jxcbn.ws-cdn.gitv.tv/hls/DONGFHD/index.m3u8?gMac=unknown&livodToken=4cb7770cf7195c2891acab71a8b5139c0f4abf80546956b07e6b8dd94b49e4e8_1720508420_604800&fromCDN=ws
东方卫视,http://gslbserv.itv.cmvideo.cn/6000000001000003639/1.m3u8?channel-id=wasusyt&Contentid=6000000001000003639&livemode=1&stbId=3
